raw_text,hasil_preprocessing,text_length
"@soeyoudieee Redominasi harus di hitung, Tetep simpan emas dan bitcoin karena hardmoney. Check postingan ini, boleh 10 tahun lagi atau beberapa puluh tahun lagi. Pasti rupiah lebih lemah lagi atau ditutup lewat redominasi :) Bukan salah siapa siapa, memang sistemnya seperti ini",redominas harus hitung tetep simpan emas bitcoin hardmoney check posting tahun puluh tahun rupiah lemah ditutup redominas salah_negated sistemnya,19
"sehat sehat commuters greenline para pejuang rupiah, ya Allah cape bgt pasti. 

semoga bisa sampe rumah dan beristirahat yaaah🥹 

tadi aku lewat rel jam 10 kurang udah jalan keretanyaa",sehat commuters greenline pejuang rupiah allah cape semoga bisa rumah beristirahat yaaah rel jam jalan keretanyaa,16
"told indonesia sebenarnya baik2 aja while rupiah weakens, unstable political system, dan SDMnya gampang buat disetir are WILD",told indonesia baik2 while rupiah weakens unstable political system sdmnya gampang disetir wild,13
"@soeyoudieee Iya bang, seluruh mata uang Fiat menang ditakdirkan melemah, dollar udah kehilangan lebih dari 96% sampai 98%  nilainya (maklum beberapa sumber), Apalagi Rupiah yang tier 3 udah inflasi 500.000.000x karena awalnya adalah 2 rupiah per gram emas.",mata uang fiat menang ditakdir melemah dollar kehilang nilainya maklum sumber rupiah tier inflasi 000x rupiah gram emas,18
Harga refill instax naik 45% dari tahun lalu.. :(,harga refill instax naik tahun,5
gamau main sampe rupiah turun,gamau main rupiah turun,4
"@alisyarief @PDI_Perjuangan Nilai Rupiah terus menurun adalah Benacana bagi Warga, sudah saya ingatkan Pasca dilantik persekutuan anasir Orba dan Anasir Komunis  ( OrbaKom )  impossible bisa bersatu, dalam strategi perang ( politik) dibunuh atau membunuh, disik-disikan #Prof; https://t.co/dB1XytkmP8",nilai rupiah menurun benacana warga sudah ingat pasca dilantik persekutu anasir orba anasir komunis orbakom impossible bisa bersatu strategi perang politik dibunuh membunuh disik disi prof,26
"Eh ya, udahmah harga pada naik, pulang ngantor kena banjir. Nasib warga yang kotanya auto pilot. Padahal ya Citarip itu jalan akses ke RSUD sama keluar terminal. Heran banjir mulu, padahal jalan sebelum sama sesudahnya ga banjir sama sekali. Literally depan RSUD nya banjir guyss",udahmah harga naik pulang ngantor kena banjir nasib warga kotanya auto pilot citarip jalan akses rsud terminal heran banjir mulu jalan banjir_negated literally rsud banjir guyss,26
"Negara sampah. rupiah jatoh banget taiii
God why im WNI",negara sampah rupiah jatoh taiii god why wni,8
"Rupiah bener bener jatuh euy, harus siap financial planning mid and long term",rupiah bener jatuh euy harus financial planning mid long term,10
"— diorder setiap 50k won
 ✅ est cargo tax
❌ packing &amp; admin
📍Jabodetabek
❗rate, berat naik - harga naik / sebaliknya
❗aku tidak menjamin dapat benefit nya ya, karena first come first get
📅 close: 10/05
🚚 tba",diorder 50k won est cargo tax packing admin jabodetabek rate berat naik harga naik menjamin_negated dapat benefit first come first get close tba,23
"Arsip kehidupan, jujur awal jualan cuman modal 38rb wkwkwk. Dulu demi 12rb rupiah, hujan panas aku terjang wkwkwk https://t.co/SgXOLqtbkD",arsip kehidup jujur jualan cuman modal ribuan tertawa ribuan rupiah hujan panas terjang tertawa,14
@naturallybali @arieparikesit dulu pas di Aceh keluarga kami jadi penampung cekel dan kepala.. dikira buat makan ternak padahal dimasak buat lauk.. dulu tahun 1992 93 an kayaknya satu plastik bisa sewajan sedang penuh cuma bayar 2000 rupiah..,pas aceh keluarga penampung cekel kepala makan ternak dimasak lauk tahun kayaknya plastik bisa sewaj penuh bayar rupiah,18
"@hikeozi @nayarenoir Iya. Daripada di sini, rupiah ke dollar aja udah 17.400 busett dah. Mending di Skyhaven, dikasih makan Caleb 😭🤣",rupiah dollar busett sudah mending skyhaven dikasih makan caleb sedih,10
"Tapi tau ga apa yang terjadi selanjutnya? Dana talangan itu membengkak gila-gilaan! Dari Rp 632 miliar, jadinya Rp 6,76 triliun. Iya, lo baca bener, enam koma tujuh enam triliun rupiah. Ini yang bikin publik dan DPR geram. Kok bisa uang rakyat sebanyak itu dikeluarin buat nyelametin bank yang ternyata bermasalah dari awal?",tidak dana talang membengkak gila gilaan miliar triliun baca bener enam koma tujuh enam triliun rupiah bikin publik dpr geram bisa uang rakyat dikeluarin nyelametin bank bermasalah,27
@nozelism Boro boro menabung uang semungil itu berkelahi dengan harga yang udah pada naik 😞 udah bisa makan aja alhamdulillah,boro menabung uang semungil berkelah harga naik bisa makan alhamdulillah,10
Harga minyak naik meski Trump rancang bantu kapal terkandas di Selat Hormuz https://t.co/pessoTbEhK https://t.co/SegytBMIHP,harga minyak naik trump rancang bantu kapal terkandas selat hormuz,10
"@Opposite6888 @RizkiR4madani Blok... Goblok.... SAATNYA SEROOOOK kalo perlu harganya GOTTO biar ancur dulu sampe 1 rupiah, baru serok besar2an lu aja nggk paham apa itu investor apa itu trader, yang keluar keluar itu TRADER bukan INVESTOR",blok goblok serooook perlu harganya gotto biar ancur rupiah serok besar2 nggk paham investor trader investor_negated,16
"Harga bubur deket rumah sama deket kantor pada naik, harga kaybun dimsum naik, semuanya naik kecuali gaji bjirlah",harga bubur deket rumah deket kantor naik harga kaybun dimsum naik kecual gaji bjirlah,14
"Bayangin, jajan es krim McD, kopi di Point Coffee, atau Roti'O harganya jadi cuma Rp 1. Beneran SATU RUPIAH nangis banget 😭 https://t.co/xL3yNjF9m6",bayangin jajan krim mcd kopi point coffee roti harganya bener rupiah nangis sedih,13
rupiah udah seanjlok ini isi kepala si gendut masih dipenuhi mbg,rupiah seanjlok isi kepala gendut masih dipenuh mbg,8
"gue aslinya ketar ketir tapi irl gak ada yg panik sama masalah rupiah hari hari makin anjlok gini. gimana ya, duhhh😭",aslinya ketar ketir irl tidak panik rupiah hari anjlok duhhh sedih,11
"@xiayuejiu Bener banget lagi kak. Sementara yang di sini pake rupiah, beberapa agen penjual reksa dana mulai gencar promo reksa dana usd, yang dalemnya ada saham us juga. Atau beberapa mulai ekspansi ke saham us beli sendiri (via aplikasi moomoo, ibkr, pluang dkk)",bener pake rupiah agen penjual reksa dana gencar promo reksa dana dolar dalemnya saham ekspans saham beli aplikas moomoo ibkr pluang,21
"@iyntwitt iya jir, petshop langganan juga bilang harganya pada naik. tp baik banget dia ga naikin harga cuma ga ngasih kantong belanja aja, biasanya dikasih",jir petshop langgan bilang harganya naik naikin_negated harga ngasih_negated kantong belanja dikasih,12
@TxtdariHI Ortu gw auto badmood nih😂dari kemaren gk sempet mulu buat nukarin rupiah ke dollar😆😆,ortu auto badmood tertawa kemaren sempet mulu nukarin rupiah dollar,10
@jo123sua @nozelism Kak kalau beli valas tuh bisa jadiin rupiah lemah  juga?,beli valas bisa jadiin rupiah lemah,6
@KapudS640 Rupiah tuh urusan bi,rupiah urusan bi,3
"Liat harga minyak masih naik, tapi wajar kan biasanya harga komoditi @ajaib_investasi tadi worth looking disamping ngeliat ke depan ada ekspektasinya. Ada juga harga crude oilnya juga sama tinggi harganya per barrel. sc: yt Ajaib Investasi #saham #AplikasiAjaib https://t.co/HmjlMIeZcH",liat harga minyak masih naik wajar harga komodit worth looking disamping ngeliat ekspektasinya harga crude oilnya harganya barrel ajaib investasi saham aplikasiajaib,22
"Sampai rumah langsung badanku pegal dan sakit kepala, seminggu keliling Malaysia ya ampun nikmat kali walaupun Rupiah anjloxxxx",rumah langsung badanku pegal sakit kepala seminggu keliling malaysia ampun nikmat rupiah anjloxxxx,13
@jose32551 Wallahi... curse my weak rupiah if not I'd be buying eveything,wallah curse weak rupiah not buying eveything,7
@kompascom kok hape dan flash memory gak deflasi sih...? tech winter domestik gak offset pelemahan rupiah dan demand internasional?,kompascom hape flash memory deflasi_negated tech winter domestik offset_negated pelemah rupiah demand internasional,13
"@DivHumas_Polri Apasih, rupiah noh tembus 17.400. apa2 jadi mahal.",apasih rupiah noh tembus apa2 mahal,6
"Talkshow RRI di Persib Store  membuktikan bahwa Kemenkum Jabar progresif. Kakanwil Asep Sutandar memaparkan bahwa dengan KI, sebuah logo klub bisa bernilai miliaran rupiah. Mari lindungi aset intelektual olahraga Anda.

Kemenkum Jabar - Asep Sutandar.",talkshow rri persib store membukti kemenkum jabar progresif kakanwil asep sutandar memapar logo klub bisa bernilai miliar rupiah mari lindung aset intelektual olahraga kemenkum jabar asep sutandar,27
"Rupiah sudah segitu turunnya gaes, udah saatnya pindahin ke mata uang lain belom?

Huhuhu jujur aku takut nih nyimpen di rupiah 😮‍💨",rupiah sudah segitu turunnya gaes pindahin mata uang huhuhu_negated jujur takut nyimpen rupiah,13
@kumparan Penasaran apakah tanggal 17 agustus nanti rupiah jadi Rp17.845 per Dolar AS untuk memperingati kemerdekaan Indonesia 😭🇲🇨,penasar tanggal agustus rupiah dolar memperingat kemerdeka indonesia sedih,9
Tamaknya harga. From zero to fucking 6 ringgit. Boikot jela takyah naik. Biar melingkup. Ape susah,tamaknya harga from zero fucking ringgit boikot jela takyah naik biar melingkup ape susah,14
"Kondisi merantau &amp; ngekos, belanja kebutuhan laundry room, toilet, dll ga termasuk body-haircare (biasanya onlen) utk kondisi single aja udah upper than 300k. Blm belanja kebutuhan dapur utk masak. Harga naik itu nyata~ ttapi utk gaji naik? Biasanya disuruh banyak bersyukur ehehe",kondisi merantau ngekos belanja kebutuhan laundry room toilet tidak body haircare onlen utk kondisi single upper than 300k belanja_negated kebutuhan dapur utk masak harga naik nyata ttapi utk gaji naik disuruh bersyukur ehehe,33
"wts lykn dusk and dawn jakarta concert

vip: 1x ticket (d2* in the middle)
include all benefits

rupiah ✅ 
baht ✅
alipay ✅
paypal ✅

tags, #ตลาดนัดlykn #ตลาดนัดgmmtv #LYKNDuskAndDawnWorldTour2026 
#LYKNDuskAndDawnxJakarta wts wtb wtt ticket lykn concert tpop lykyou beli jual2",wts lykn dusk dawn jakarta concert vip ticket middle include all benefits rupiah baht alipay paypal tags lykn gmmtv lyknduskanddawnworldtour2026 lyknduskanddawnxjakarta wts wtb wtt ticket lykn concert tpop lykyou beli jual2,31
"@cxlxrx31 Iyaa..mahal bgt buat snack 184gr keliatannya 100k🥲🥲 pdhl klo bule US/Canada yg liat cuma 3,5-4 dollar🥲🥲, tapi yg lays lisensi lokal Chitato lite juga uk 64gr harga normalnya 17,5k sekitar 1 USD saat ini (kembali 100 rupiah)🥲🥲

Pas dollar masih 14k snack import kyk irvin-c-",iyaa mahal snack 184gr keliatannya 100k pdhl bule canada liat dollar lays lisens lokal chitato lite 64gr harga normalnya dolar rupiah pas dollar masih 14k snack import kyk irvin,29
mual liat nilai rupiah,mual liat nilai rupiah,4
"modal 1000 rupiah sama tumblr doang cuyyy, geloo",modal rupiah tumblr cuyyy geloo,5
"stresss anj, pemerintah gak ngapa ngapain kah? rupiah makin lemah. stresssss anj",stresss anj pemerintah ngapa_negated ngapain kah rupiah lemah stress anj,10
"harga naik semua,
yang tetap: isi dompet segitu-gitu aja.

#pdiperjuangan #dprri #harganaik https://t.co/Hjdu1ztiJZ",harga naik isi dompet segitu pdiperjuang dprri harganaik,8
"@tanyarlfes Tak kira masalahnya di mertua/ipar yg jahat.
Kalo casenya rumah nyicil dan kek gitu aku setuju banget sama suamimu nder.
Malah mending gini drpd kpr. Apalagi itu tanpa perantara. Bener kok sekarang susah beli rumah cash, kalaupun kamh nabung sekarang tiap taun harga rumah naik",mertua ipar jahat casenya rumah nyicil setuju suamimu nder mending drpd kpr perantara_negated bener susah beli rumah cash kamh nabung taun harga rumah naik,24
"Harga BBM Non Subsidi Naik, Pertamina Dex Tembus Rp23.900 https://t.co/fiVjuBguTH",harga bahan_bakar_minyak non subsidi naik pertamina dex tembus rupiah,9
"anjir... abis ngeliat harga di indomaret, pada naik buset 😭",anjir abis ngeliat harga indomaret naik buset sedih,8
"Harga BBM Nonsubsidi Naik Lagi per 4 Mei, Ini Perinciannya | Republika Online https://t.co/cIQZiCEf2R",harga bahan_bakar_minyak nonsubsid naik mei perinciannya republika online,8
"@ardypribadi__ @TxtdariHI Kalo gitu jawab ini, gimana cara normalin mata uang rupiah, ke 16.500 aja deh ga usah jauh-jauh sampe 10 ribu karena gue tau lu ga akan bisa jawabnya..",normalin mata uang rupiah sudah tidak ribu tidak bisa,9
"Para pejuang Rupiah, sudah sampaikah di rumah dengan selamat?",pejuang rupiah sudah sampaikah rumah selamat,6
"@rw25R_wiii @silvergray9__ Tau kan byk yg pengen nih negara hancur? 🤣🤣🤣

Sok2an pada ngatain rupiah makin lemah, taunya mrk gajian dr si elon pake dollar. Apa kgk diuntungin mrk skrg?",byk pengen negara hancur sok2an ngatain rupiah lemah taunya mrk gajian elon pake dollar kgk diuntungin mrk,17
@ardypribadi__ @TxtdariHI Dengan mata uang zimbabwe lama  apalagi yg terbarusaja kita sangat murah. Banyak impor katanya jg termasuk penyebab rupiah makin lemah. Kalau indonesia negara manufaktur spt jepang dan bahan bakunya jg tdk impor sih sudah pasti banyak kelebihan.  Produk kita jauh lebih murah.,mata uang zimbabwe terbarusaja murah impor penyebab rupiah lemah indonesia negara manufaktur spt jepang bahan bakunya impor_negated sudah kelebih produk murah,21
@daulatbagong @mhmmdhsm Weh. Sehelai tisu tandas kat rumah aku lagi mahal dari rupiah indon.,sehelai tisu kat rumah mahal rupiah indon,7
Barusan cek euro juga sudah naik 20.350-an😭 Senang campur sedih. Padahal belum 5 tahun pernah dapat rate cuma 16.000-an buat kirim rupiah.,barus cek euro sudah naik sedih senang campur sedih tahun_negated pernah dapat rate kirim rupiah,15
"Kalau rupiah melemah sampai 18rb, aku tutup hampir semua cc sisain 2  cc aja🥀",rupiah melemah ribuan tutup sisain,5
"@profesor_saham kesian yah beliau tambah kurus ku rasa, banyak yang dipikirin apalagi rupiah melemah banget. sehat terus yah pak purbaya",kesian beliau kurus dipikirin rupiah melemah sehat purbaya,8
"@Udin_2497 @susipudjiastuti atau untuk masyarakat nih, ketika harga beras naik langsung emosi padahal beras yg dimakan hari ini gak ditanam kemarin sore. petani juga nanem pake modal dan tenaga, ada jerih payah di sana. kita harus belajar menghargai produk dan jasa orang lain, agar diri kita juga dihargai.",masyarakat harga beras naik langsung emosi beras dima hari ditanam_negated kemarin sore petan nanem pake modal tenaga jerih payah harus belajar menghargai produk jasa orang dihargai,26
"Harga Solar Naik Signifikan, Pasar Mobil Diesel Bekas Langsung Terkoreksi hingga 20 Persen

Read more on Kingspector News:
https://t.co/LDsj7PU71F https://t.co/mjBwhnqjiJ",harga solar naik signifi pasar mobil diesel bekas langsung terkoreks persen read more kingspector news,15
sorry ya guys ada perubahan harga karna admin naik :(,sorry guys perubah harga karna admin naik,7
@ncep_azmi @KucengTerbanggg denger2 sih uangnya receh 200 rupiah,denger2 uangnya receh rupiah,4
"@BosPurwa Kagak usah banyak bacot lu soal pelemahan rupiah. Emg lu kgk diuntungin dr situ? Lu pikir lu gajian dr X  kgk pake $ ? 

#Munafuck",tidak bacot pelemah rupiah kgk diuntungin pikir gajian kgk pake munafuck,11
"Senin yang kacau mania sekali, terlebih warga Tangsel dan sekitarnya..
Hujan deras ✅
Banjir ✅
Macet ✅
KRL greenline mati ✅

Sehat-sehat pejuang rupiah 😭🙏🏻",senin kacau mania warga tangsel hujan deras banjir macet krl greenline mati sehat pejuang rupiah sedih,16
per 10.04 wib hari ini Dollar sudah 17.395 rupiah. BODATTT KAU @prabowo,wib hari dollar sudah rupiah bodattt kau prabowo,8
"@KucengTerbanggg Kembalian Rp 500, karena yang mungkin Andi pakai buat bayar pecahan 5K atau 2K 2lembar+ pecahan seribu 1lembar, atau pecahan 1K lima lembar atau pecahan 1K 3 lembar + pecahan 2K 1 lembar.

Sedangkan sisa uang andi jadi 2.500 rupiah setelah di belanjakan senilai 4.500 tersebut.",kembali andi bayar pecah 2lembar pecah seribu 1lembar pecah lembar pecah lembar pecah lembar sisa uang andi rupiah belanjak senilai,20
"@KediriFess kalo aku si rumah ya, mobil cari second harga bisa turun tp rumah terus naik walau sdh ditempati. skrg rumah di kota udh susah cari yg harga murah dan kl beli mobil jgn lupa ada bayar pajak, servis dll yg juga tidak murah😊",rumah mobil cari second harga bisa turun rumah naik sdh ditempat rumah kota sudah susah cari harga murah beli mobil jgn lupa bayar pajak servis murah_negated senang,27
"@kodokjudi bisaa kak, mau nambah responden sm aku aja sinii kak 800 rupiah /responden yaa. email aktif.",bisaa nambah responden sinii rupiah responden email aktif,8
"@triwul82 Giliran harga solar naik mogok,tapi giliran untung foya2.mereka itu kaya2 loh,lihat saja kl pesta.",gilir harga solar naik mogok gilir untung foya2 kaya2 lihat pesta,11
